model,layer,normalized_depth,source_group,target_group,beta,delta_norm,mean_target_assignment_rate,mean_target_minus_source_similarity,mean_relative_perturbation_norm,ivs,rsm_pearson
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,causality,0.25,55.11498259291214,0.0,-0.05396681733088471,0.11696215718984604,2.5736230617967593e-05,0.999974263769382
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,causality,0.5,55.11498259291214,0.6666666666666666,0.003603967282759246,0.23392431437969208,7.444544073953452e-05,0.9999255545592605
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,causality,0.75,55.11498259291214,1.0,0.05953671265171778,0.35088643431663513,0.00011466066624632454,0.9998853393337537
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,causality,1.0,55.11498259291214,1.0,0.11187662968952217,0.46784862875938416,0.0001374452044810015,0.999862554795519
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,causality,1.25,55.11498259291214,1.0,0.15931553663359277,0.584810733795166,0.00015295110093849207,0.9998470488990615
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,causality,1.5,55.11498259291214,1.0,0.20124537718785673,0.7017728686332703,0.00017848819807753102,0.9998215118019225
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,analogy,0.25,46.247595407863436,0.0,-0.038916168399946494,0.09814424067735672,4.705954158257253e-05,0.9999529404584174
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,analogy,0.5,46.247595407863436,0.5,0.002045010393493918,0.19628848135471344,0.00020215910592935593,0.9997978408940706
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,analogy,0.75,46.247595407863436,1.0,0.04216353622074809,0.29443269968032837,0.00047402256555628686,0.9995259774344437
Qwen/Qwen3-1.7B,12,0.42857142857142855,logic,analogy,1.0,46.247595407863436,1.0,0.08041366551188445,0.3925769627094269,0.0008529996659616401,0.9991470003340384
