model,layer,split,source_group,target_group,beta,intervention_type,rsm_pearson,invariant_violation_score,rsm_frobenius_distance,ivs_advantage_vs_random
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,matched_random,0.9999958932196311,4.106780368884344e-06,0.04248668646596818,-0.003232463984141787
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,opposite,0.9969384238142622,0.003061576185737769,0.07241501073550488,-0.003232463984141787
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,task,0.9949579877747065,0.005042012225293546,0.012869477883962116,-0.005041840826409794
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,matched_random,0.9999998286011162,1.7139888375261592e-07,0.06823870354432425,-0.005041840826409794
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,opposite,0.995128533927221,0.004871466072778996,0.1023717280622235,-0.005041840826409794
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,task,0.9999948543168891,5.14568311094088e-06,0.0008307216106532946,5.886416042377718e-07
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,matched_random,0.9999942656752848,5.734324715178651e-06,0.003564825465472632,5.886416042377718e-07
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,opposite,0.9999534651700756,4.653482992444946e-05,0.008009177141852515,5.886416042377718e-07
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,task,0.9999984876922291,1.5123077709011667e-06,0.0018684707668360234,2.4739704728826695e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,matched_random,0.9999737479875003,2.625201249972786e-05,0.007708161625021141,2.4739704728826695e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,opposite,0.9998817227921432,0.00011827720785684281,0.013272228612955725,2.4739704728826695e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,task,0.9999990353632475,9.646367524762667e-07,0.006094083750594117,6.90454703470289e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,matched_random,0.9999299898929005,7.001010709950517e-05,0.012641525234299329,6.90454703470289e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,opposite,0.9997796878907246,0.00022031210927542233,0.01860978009043453,6.90454703470289e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,task,0.9999998731016173,1.2689838269075437e-07,0.002896871212271046,5.3362794729783225e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,matched_random,0.9999465103068875,5.348969311247398e-05,0.005148985027687778,5.3362794729783225e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,opposite,0.9999656090678078,3.439093219215206e-05,0.006169279648717832,5.3362794729783225e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,task,0.9999923015096417,7.69849035830994e-06,0.007283993244091979,0.00013498696941527388
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,matched_random,0.9998573145402264,0.00014268545977358382,0.010121504743449803,0.00013498696941527388
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,opposite,0.999898647193537,0.00010135280646295097,0.011383582187763605,0.00013498696941527388
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,task,0.999963158261954,3.6841738045967354e-05,0.012652470645057754,0.00023556647071720782
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,matched_random,0.9997275917912368,0.0002724082087631752,0.01567605161906814,0.00023556647071720782
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,opposite,0.9997928453020171,0.0002071546979829364,0.017004801543041723,0.00023556647071720782
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,task,0.9999952365668618,4.763433138155193e-06,0.0008185218909663226,-6.822580594922911e-07
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,matched_random,0.9999959188249213,4.081175078662902e-06,0.004173436504124496,-6.822580594922911e-07
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,opposite,0.9999528042412922,4.719575870781867e-05,0.006432576878151342,-6.822580594922911e-07
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,task,0.9999985812922559,1.418707744060832e-06,0.003972323687741733,1.8637883677730116e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,matched_random,0.9999799434085782,2.0056591421790948e-05,0.008382263410061713,1.8637883677730116e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,opposite,0.9998773670631781,0.00012263293682190923,0.011240991305711982,1.8637883677730116e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,task,0.9999992145672604,7.854327396250582e-07,0.008345641974390193,5.460101219323388e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,matched_random,0.9999446135550671,5.5386444932858936e-05,0.013260531241820812,5.460101219323388e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,opposite,0.9997674153567176,0.00023258464328235195,0.016358804263932394,5.460101219323388e-05
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,task,0.9998308876090689,0.0001691123909310921,0.018882833647725052,0.0005110721352171721
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,matched_random,0.9993198154738517,0.0006801845261482642,0.02130150794317075,0.0005110721352171721
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,opposite,0.9992059859769362,0.0007940140230637827,0.06624245208618773,0.0005110721352171721
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,task,0.9987011810772405,0.0012988189227595148,0.004547765057656097,0.0013444297530430527
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,matched_random,0.9973567513241974,0.0026432486758025675,0.049688736766450345,0.0013444297530430527
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,opposite,0.9973670053354898,0.0026329946645101687,0.10533603529572584,0.0013444297530430527
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,task,0.995538782011222,0.004461217988777966,0.023217813227792577,0.0020509670010236958
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,matched_random,0.9934878150101983,0.0065121849898016615,0.08422895571057941,0.0020509670010236958
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,opposite,0.9941368466706701,0.005863153329329851,0.14331922858817517,0.0020509670010236958
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,task,0.9996835203521515,0.0003164796478485332,0.022120497458206125,-0.000270798419737428
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,matched_random,0.9999543187718889,4.56812281111052e-05,0.013116773296774303,-0.000270798419737428
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,opposite,0.9982860400648809,0.001713959935119136,0.013652602258115317,-0.000270798419737428
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,task,0.9997401869376076,0.0002598130623924222,0.0438710832838873,0.00011637380026552346
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,matched_random,0.999623813137342,0.00037618686265794565,0.03169983495186799,0.00011637380026552346
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,opposite,0.9954981892237753,0.004501810776224691,0.03239261552243068,0.00011637380026552346
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,task,0.9999361364456179,6.386355438214864e-05,0.0699501923608039,0.001274196314655529
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,matched_random,0.9986619401309623,0.0013380598690376777,0.05579131412231275,0.001274196314655529
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,opposite,0.9912114486472833,0.008788551352716722,0.056585997178052155,0.001274196314655529
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,task,0.9999300111409006,6.998885909936803e-05,0.013024801885282183,0.0002049694273345004
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,matched_random,0.9997250417135661,0.00027495828643386844,0.023963978865719507,0.0002049694273345004
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,opposite,0.9979779737733243,0.0020220262266756883,0.05679645494290211,0.0002049694273345004
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,task,0.9999140989798208,8.59010201792465e-05,0.004225658851256225,0.001246239662339721
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,matched_random,0.998667859317481,0.0013321406825189674,0.05091956469790682,0.001246239662339721
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,opposite,0.9947677811570416,0.005232218842958436,0.09238457345503093,0.001246239662339721
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,task,0.9982244062825675,0.001775593717432522,0.02716002310197085,0.0019382276738511006
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,matched_random,0.9962861786087164,0.0037138213912836227,0.08313507685997239,0.0019382276738511006
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,opposite,0.9900671503958047,0.00993284960419527,0.12815375091875233,0.0019382276738511006
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,task,0.9999962643166028,3.735683397176892e-06,0.00010847934366226244,1.749213329627075e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,matched_random,0.9999945151032732,5.484896726803967e-06,2.6558186742568785e-05,1.749213329627075e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,opposite,0.9999522077327807,4.7792267219293194e-05,0.0003118416201544375,1.749213329627075e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,task,0.9999995487981311,4.512018688673791e-07,0.00022212645461146594,1.8475861486288991e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,matched_random,0.9999977012119825,2.2987880174962783e-06,0.0001456306893281747,1.8475861486288991e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,opposite,0.999861106822995,0.00013889317700499504,0.0005753475739525027,1.8475861486288991e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,1.0,task,0.9999952521602256,4.747839774443818e-06,0.00041955778012242356,-4.432493311945507e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,1.0,matched_random,0.9999996846535375,3.1534646249831155e-07,0.0003465810264142932,-4.432493311945507e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,1.0,opposite,0.9996990623811289,0.0003009376188710666,0.0009066090352248488,-4.432493311945507e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,task,0.9999819868477291,1.80131522709015e-05,0.0006789118485820881,1.432850594396129e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,matched_random,0.9999676583417851,3.234165821486279e-05,6.580129277012961e-05,1.432850594396129e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,0.5,opposite,0.9999999757916858,2.4208314242102347e-08,0.0008902661581633468,1.432850594396129e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,task,0.9999341606213643,6.583937863569034e-05,0.0009240675102378088,3.371906564442195e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,matched_random,0.9999004415557199,9.955844428011229e-05,0.00019005080665703068,3.371906564442195e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,0.75,opposite,0.9999971944578054,2.8055421945616388e-06,0.001397709742718661,3.371906564442195e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,task,0.9998276925904255,0.00017230740957452362,0.0011000346455871156,5.514621487223703e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,matched_random,0.9997725463755532,0.00022745362444676065,0.00038082876735602816,5.514621487223703e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,analogy,1.0,opposite,0.9999839486558152,1.605134418480869e-05,0.0019372963102463107,5.514621487223703e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,0.5,task,0.9999998500810405,1.4991895946891987e-07,0.0005761184273959589,6.329794243975506e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,0.5,matched_random,0.9999935202867966,6.479713203444426e-06,4.4793212520907566e-05,6.329794243975506e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,0.5,opposite,0.999988499138251,1.15008617489476e-05,0.0007753394896504387,6.329794243975506e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,0.75,task,0.9999952117942091,4.788205790862143e-06,0.0007779297166927805,3.951710288996324e-07
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,0.75,matched_random,0.9999948166231802,5.183376819761776e-06,0.00014989068631723765,3.951710288996324e-07
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,0.75,opposite,0.9999609704988448,3.9029501155196655e-05,0.0012242282594731575,3.951710288996324e-07
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,1.0,task,0.9999738983094705,2.6101690529523047e-05,0.00091760753124932,-2.5036215276830198e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,1.0,matched_random,0.9999989345247473,1.065475252692849e-06,0.0003154788310567405,-2.5036215276830198e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,definition,1.0,opposite,0.999905448392385,9.455160761495662e-05,0.0017061877015102824,-2.5036215276830198e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,0.5,task,0.9998399056923669,0.0001600943076330852,0.000559676648431858,-0.00016000510489611042
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,0.5,matched_random,0.999999910797263,8.920273697476944e-08,0.00034623170174052773,-0.00016000510489611042
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,0.5,opposite,0.9997697942945308,0.0002302057054691664,0.0004709076259326882,-0.00016000510489611042
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,0.75,task,0.9996839705477437,0.00031602945225628343,0.0012064576058894638,-0.0003134876983801327
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,0.75,matched_random,0.9999974582461238,2.541753876150743e-06,0.0008921597138153668,-0.0003134876983801327
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,0.75,opposite,0.9994545705628968,0.0005454294371032287,0.0010758790659530996,-0.0003134876983801327
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,1.0,task,0.9995148330804199,0.0004851669195801156,0.0020791169534053007,-0.0004722408444506332
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,1.0,matched_random,0.9999870739248705,1.2926075129482406e-05,0.0016701336075913933,-0.0004722408444506332
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,logic,1.0,opposite,0.9989937644178297,0.0010062355821702784,0.0019104924062093374,-0.0004722408444506332
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,task,0.9999973278064687,2.672193531338962e-06,0.001625937538308681,-1.3215999682403279e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,matched_random,0.9999986494064369,1.3505935630986343e-06,0.0005927149288722926,-1.3215999682403279e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,0.5,opposite,0.9999959961298777,4.003870122337716e-06,0.002650929642014593,-1.3215999682403279e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,task,0.9999848872655872,1.511273441279215e-05,0.0019898926611643763,-1.4962275227792254e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,matched_random,0.999999849540815,1.5045918499989597e-07,0.0013162208312135436,-1.4962275227792254e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,0.75,opposite,0.999982572441062,1.742755893796577e-05,0.004275257105133434,-1.4962275227792254e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,task,0.9999501570555307,4.984294446930271e-05,0.002036393765183146,-4.8345129763260886e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,matched_random,0.999998502185294,1.4978147060418223e-06,0.0022988926195624277,-4.8345129763260886e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,analogy,1.0,opposite,0.9999511772599659,4.882274003414899e-05,0.0060480219786354285,-4.8345129763260886e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,0.5,task,0.9996064996492318,0.00039350035076823886,0.0014569200890296868,-0.00028172157685546484
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,0.5,matched_random,0.9998882212260872,0.00011177877391277402,0.0003436292077940479,-0.00028172157685546484
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,0.5,opposite,0.9996855300663027,0.00031446993369732557,0.001996941173956146,-0.00028172157685546484
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,0.75,task,0.9990821173154941,0.0009178826845058774,0.0019532545367167893,-0.0006514513456752358
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,0.75,matched_random,0.9997335686611694,0.00026643133883064163,0.0007497623918057338,-0.0006514513456752358
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,0.75,opposite,0.9993439994284657,0.0006560005715342543,0.003162632280142247,-0.0006514513456752358
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,1.0,task,0.9983216177839341,0.0016783822160658657,0.0022834270258654515,-0.0011816268721658307
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,1.0,matched_random,0.9995032446561,0.000496755343900035,0.0013049488919712302,-0.0011816268721658307
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,causality,definition,1.0,opposite,0.99892681321691,0.0010731867830899855,0.004419340681142631,-0.0011816268721658307
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,task,0.9999071912093873,9.280879061268621e-05,0.0019916219909138595,-6.61300189753744e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,matched_random,0.9999733212283627,2.6678771637311804e-05,0.0006589885496780674,-6.61300189753744e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,0.5,opposite,0.9997470335076653,0.00025296649233474966,0.0015133018167896187,-6.61300189753744e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,task,0.9998500715309945,0.00014992846900552248,0.003125505790138428,-0.0001197005577201482
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,matched_random,0.9999697720887146,3.0227911285374276e-05,0.0012005229621455654,-0.0001197005577201482
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,0.75,opposite,0.9993118203948251,0.0006881796051748656,0.0020544286341869365,-0.0001197005577201482
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,task,0.9998174785176466,0.00018252148235342602,0.004328632257955571,-0.00016354592643530452
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,matched_random,0.9999810244440819,1.89755559181215e-05,0.0018713315318179677,-0.00016354592643530452
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,logic,1.0,opposite,0.9985499392151755,0.0014500607848244584,0.002437586597560448,-0.00016354592643530452
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,0.5,task,0.9999998937659758,1.0623402424414508e-07,0.0014944683402636023,3.867939161561473e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,0.5,matched_random,0.9999612143743601,3.878562563985888e-05,0.0002750046706451173,3.867939161561473e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,0.5,opposite,0.999905902701789,9.409729821097113e-05,0.0007585856017546948,3.867939161561473e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,0.75,task,0.999994048532987,5.951467012987877e-06,0.0024869068374839365,0.0001443725903966797
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,0.75,matched_random,0.9998496759425903,0.0001503240574096676,0.0007217503008612469,0.0001443725903966797
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,0.75,opposite,0.9996580322889232,0.0003419677110767516,0.0008755492169106542,0.0001443725903966797
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,1.0,task,0.9999536754975573,4.6324502442685045e-05,0.003615486522254786,0.0003556590191217124
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,1.0,matched_random,0.9995980164784356,0.00040198352156439743,0.0013618094376598197,0.0003556590191217124
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,causality,1.0,opposite,0.9990998322298973,0.0009001677701027111,0.0008888630477389217,0.0003556590191217124
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,0.5,task,0.9999884331282554,1.1566871744639329e-05,0.0003761205016548609,-8.470763742218779e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,0.5,matched_random,0.9999969038919976,3.09610800242055e-06,0.00024510938909948665,-8.470763742218779e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,0.5,opposite,0.9999909736910365,9.026308963488994e-06,0.00034902979032949265,-8.470763742218779e-06
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,0.75,task,0.9999470205920431,5.297940795689904e-05,0.0007780903262969739,-2.8546209428603753e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,0.75,matched_random,0.9999755668014717,2.4433198528295286e-05,0.0006015397741947457,-2.8546209428603753e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,0.75,opposite,0.9999507599690829,4.924003091710816e-05,0.0007344371695381198,-2.8546209428603753e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,1.0,task,0.9998452488958163,0.00015475110418372573,0.0013246860314335507,-6.282108557642552e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,1.0,matched_random,0.9999080699813927,9.193001860730021e-05,0.0011056264695582514,-6.282108557642552e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,analogy,definition,1.0,opposite,0.9998389703071192,0.0001610296928807875,0.0012646787257625267,-6.282108557642552e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,0.5,task,0.9999900933621374,9.906637862600043e-06,0.002220995810734515,7.25532742006374e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,0.5,matched_random,0.9999175400879368,8.245991206323744e-05,0.0004840648803288575,7.25532742006374e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,0.5,opposite,0.9999433668004448,5.6633199555178315e-05,0.0014682296985684875,7.25532742006374e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,0.75,task,0.9999904289037644,9.571096235561072e-06,0.0035653152801560398,0.000211778942777463
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,0.75,matched_random,0.999778649960987,0.00022135003901302408,0.0010351331194462284,0.000211778942777463
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,0.75,opposite,0.9998352416509954,0.0001647583490046456,0.0018828874093074228,0.000211778942777463
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,1.0,task,0.9999959346206272,4.065379372808486e-06,0.00503617361056043,0.0004523512845914235
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,1.0,matched_random,0.9995435833360358,0.00045641666396423197,0.0017802580080839533,0.0004523512845914235
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,logic,1.0,opposite,0.999636248201487,0.0003637517985130012,0.0020733238408548816,0.0004523512845914235
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,0.5,task,0.9999831915189781,1.6808481021923782e-05,0.001673208103446695,1.860694713440303e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,0.5,matched_random,0.9999645845718437,3.541542815632681e-05,0.0005443324713478956,1.860694713440303e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,0.5,opposite,0.9999996209678508,3.790321492225246e-07,0.0010238491769937958,1.860694713440303e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,0.75,task,0.9999469837265512,5.301627344878046e-05,0.0027221958201931193,4.76935489620578e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,0.75,matched_random,0.9998992901775892,0.00010070982241083826,0.0010702848076504534,4.76935489620578e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,0.75,opposite,0.9999997529296959,2.4707030410464625e-07,0.0012697029538930118,4.76935489620578e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,1.0,task,0.999876747610975,0.00012325238902499702,0.003892925307812936,9.461843377400747e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,1.0,matched_random,0.999782129177201,0.0002178708227990045,0.0017553037076071234,9.461843377400747e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,causality,1.0,opposite,0.9999933632793881,6.636720611852276e-06,0.0013318429633846587,9.461843377400747e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,analogy,0.5,task,0.9999676904256984,3.2309574301558897e-05,0.00010324966737912482,-3.2250001776312764e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,analogy,0.5,matched_random,0.9999999404274748,5.95725252461321e-08,0.0004114607621309707,-3.2250001776312764e-05
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,definition,analogy,0.5,opposite,0.9998932258997895,0.00010677410021053824,0.000969321688267516,-3.2250001776312764e-05
