source_group,target_group,beta,lambda,gamma,target_assignment_rate,invariant_violation_score,rsm_pearson,mean_relative_perturbation_norm,constraint_score
logic,definition,0.75,50.0,0.0,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.986811833641398
logic,definition,1.0,50.0,0.0,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.9707340055246918
logic,definition,1.5,50.0,0.0,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.9132331936786799
logic,definition,2.0,50.0,0.0,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.8337393293505182
logic,definition,0.0,50.0,0.05,0.0,0.0,1.0,0.0,0.0
logic,definition,0.25,50.0,0.05,0.0,1.9217292675399733e-05,0.9999807827073246,0.11834137886762619,-0.0068779335771512965
logic,definition,0.5,50.0,0.05,0.5,9.203471068752744e-05,0.9999079652893125,0.23668275773525238,0.483564126578861
logic,definition,0.75,50.0,0.05,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.9690606271837832
logic,definition,1.0,50.0,0.05,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.9470657297511665
logic,definition,1.5,50.0,0.05,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.8777307807634501
logic,definition,2.0,50.0,0.05,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.7864027778034677
logic,definition,0.0,50.0,0.1,0.0,0.0,1.0,0.0,0.0
logic,definition,0.25,50.0,0.1,0.0,1.9217292675399733e-05,0.9999807827073246,0.11834137886762619,-0.012795002520532606
logic,definition,0.5,50.0,0.1,0.5,9.203471068752744e-05,0.9999079652893125,0.23668275773525238,0.47172998869209837
logic,definition,0.75,50.0,0.1,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.9513094207261682
logic,definition,1.0,50.0,0.1,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.9233974539776413
logic,definition,1.5,50.0,0.1,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.8422283678482203
logic,definition,2.0,50.0,0.1,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.7390662262564173
logic,definition,0.0,50.0,0.2,0.0,0.0,1.0,0.0,0.0
logic,definition,0.25,50.0,0.2,0.0,1.9217292675399733e-05,0.9999807827073246,0.11834137886762619,-0.024629140407295226
logic,definition,0.5,50.0,0.2,0.5,9.203471068752744e-05,0.9999079652893125,0.23668275773525238,0.44806171291857316
logic,definition,0.75,50.0,0.2,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.9158070078109384
logic,definition,1.0,50.0,0.2,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.8760609024305909
logic,definition,1.5,50.0,0.2,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.7712235420177608
logic,definition,2.0,50.0,0.2,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.6443931231623163
logic,definition,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0
logic,definition,0.25,100.0,0.0,0.0,1.9217292675399733e-05,0.9999807827073246,0.11834137886762619,-0.0019217292675399733
logic,definition,0.5,100.0,0.0,0.5,9.203471068752744e-05,0.9999079652893125,0.23668275773525238,0.49079652893124726
logic,definition,0.75,100.0,0.0,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.973623667282796
logic,definition,1.0,100.0,0.0,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.9414680110493836
logic,definition,1.5,100.0,0.0,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.8264663873573599
logic,definition,2.0,100.0,0.0,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.6674786587010364
logic,definition,0.0,100.0,0.05,0.0,0.0,1.0,0.0,0.0
logic,definition,0.25,100.0,0.05,0.0,1.9217292675399733e-05,0.9999807827073246,0.11834137886762619,-0.007838798210921283
logic,definition,0.5,100.0,0.05,0.5,9.203471068752744e-05,0.9999079652893125,0.23668275773525238,0.4789623910444846
logic,definition,0.75,100.0,0.05,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.9558724608251812
logic,definition,1.0,100.0,0.05,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.9177997352758583
logic,definition,1.5,100.0,0.05,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.7909639744421301
logic,definition,2.0,100.0,0.05,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.6201421071539859
logic,definition,0.0,100.0,0.1,0.0,0.0,1.0,0.0,0.0
logic,definition,0.25,100.0,0.1,0.0,1.9217292675399733e-05,0.9999807827073246,0.11834137886762619,-0.013755867154302593
logic,definition,0.5,100.0,0.1,0.5,9.203471068752744e-05,0.9999079652893125,0.23668275773525238,0.467128253157722
logic,definition,0.75,100.0,0.1,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.9381212543675662
logic,definition,1.0,100.0,0.1,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.8941314595023331
logic,definition,1.5,100.0,0.1,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.7554615615269002
logic,definition,2.0,100.0,0.1,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.5728055556069355
logic,definition,0.0,100.0,0.2,0.0,0.0,1.0,0.0,0.0
logic,definition,0.25,100.0,0.2,0.0,1.9217292675399733e-05,0.9999807827073246,0.11834137886762619,-0.025590005041065213
logic,definition,0.5,100.0,0.2,0.5,9.203471068752744e-05,0.9999079652893125,0.23668275773525238,0.4434599773841968
logic,definition,0.75,100.0,0.2,1.0,0.00026376332717203965,0.999736236672828,0.355024129152298,0.9026188414523364
logic,definition,1.0,100.0,0.2,1.0,0.000585319889506164,0.9994146801104938,0.47336551547050476,0.8467949079552827
logic,definition,1.5,100.0,0.2,1.0,0.0017353361264264011,0.9982646638735736,0.710048258304596,0.6844567356964407
logic,definition,2.0,100.0,0.2,1.0,0.003325213412989636,0.9966747865870104,0.9467310309410095,0.4781324525128345
causality,logic,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-16
causality,logic,0.25,1.0,0.0,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.0006702913147303979
causality,logic,0.5,1.0,0.0,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.33046895133253057
causality,logic,0.75,1.0,0.0,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9934874397349687
causality,logic,1.0,1.0,0.0,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.9890303010472982
causality,logic,1.5,1.0,0.0,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.9818422889347668
causality,logic,2.0,1.0,0.0,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.9808454861433714
causality,logic,0.0,1.0,0.05,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-16
causality,logic,0.25,1.0,0.05,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.006414182315478079
causality,logic,0.5,1.0,0.05,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.3189811693310352
causality,logic,0.75,1.0,0.05,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9762557667327256
causality,logic,1.0,1.0,0.05,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.9660547370443074
causality,logic,1.5,1.0,0.05,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.9473789429302807
causality,logic,2.0,1.0,0.05,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.93489435813739
causality,logic,0.0,1.0,0.1,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-16
causality,logic,0.25,1.0,0.1,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.01215807331622576
causality,logic,0.5,1.0,0.1,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.30749338732953985
causality,logic,0.75,1.0,0.1,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9590240937304826
causality,logic,1.0,1.0,0.1,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.9430791730413167
causality,logic,1.5,1.0,0.1,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.9129155969257946
causality,logic,2.0,1.0,0.1,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.8889432301314085
causality,logic,0.0,1.0,0.2,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-16
causality,logic,0.25,1.0,0.2,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.02364585531772112
causality,logic,0.5,1.0,0.2,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.2845178233265491
causality,logic,0.75,1.0,0.2,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9245607477259965
causality,logic,1.0,1.0,0.2,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.8971280450353353
causality,logic,1.5,1.0,0.2,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.8439889049168224
causality,logic,2.0,1.0,0.2,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.7970409741194456
causality,logic,0.0,5.0,0.0,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-16
causality,logic,0.25,5.0,0.0,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.0033514565736519897
causality,logic,0.5,5.0,0.0,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.3190114233293196
causality,logic,0.75,5.0,0.0,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9674371986748433
causality,logic,1.0,5.0,0.0,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.9451515052364908
causality,logic,1.5,5.0,0.0,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.9092114446738339
causality,logic,2.0,5.0,0.0,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.9042274307168571
causality,logic,0.0,5.0,0.05,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-16
causality,logic,0.25,5.0,0.05,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.00909534757439967
causality,logic,0.5,5.0,0.05,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.3075236413278242
causality,logic,0.75,5.0,0.05,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9502055256726003
causality,logic,1.0,5.0,0.05,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.9221759412335001
causality,logic,1.5,5.0,0.05,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.8747480986693478
causality,logic,2.0,5.0,0.05,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.8582763027108756
causality,logic,0.0,5.0,0.1,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-16
causality,logic,0.25,5.0,0.1,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.014839238575147351
causality,logic,0.5,5.0,0.1,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.29603585932632887
causality,logic,0.75,5.0,0.1,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9329738526703573
causality,logic,1.0,5.0,0.1,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.8992003772305094
causality,logic,1.5,5.0,0.1,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.8402847526648617
causality,logic,2.0,5.0,0.1,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.8123251747048942
causality,logic,0.0,5.0,0.2,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-16
causality,logic,0.25,5.0,0.2,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.026327020576642712
causality,logic,0.5,5.0,0.2,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.27306029532333814
causality,logic,0.75,5.0,0.2,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.8985105066658712
causality,logic,1.0,5.0,0.2,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.8532492492245279
causality,logic,1.5,5.0,0.2,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.7713580606558895
causality,logic,2.0,5.0,0.2,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.7204229186929313
causality,logic,0.0,10.0,0.0,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-15
causality,logic,0.25,10.0,0.0,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.006702913147303979
causality,logic,0.5,10.0,0.0,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.30468951332530586
causality,logic,0.75,10.0,0.0,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9348743973496867
causality,logic,1.0,10.0,0.0,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.8903030104729817
causality,logic,1.5,10.0,0.0,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.8184228893476677
causality,logic,2.0,10.0,0.0,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.8084548614337141
causality,logic,0.0,10.0,0.05,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-15
causality,logic,0.25,10.0,0.05,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.01244680414805166
causality,logic,0.5,10.0,0.05,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.2932017313238105
causality,logic,0.75,10.0,0.05,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9176427243474437
causality,logic,1.0,10.0,0.05,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.8673274464699909
causality,logic,1.5,10.0,0.05,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.7839595433431816
causality,logic,2.0,10.0,0.05,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.7625037334277327
causality,logic,0.0,10.0,0.1,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-15
causality,logic,0.25,10.0,0.1,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.01819069514879934
causality,logic,0.5,10.0,0.1,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.28171394932231514
causality,logic,0.75,10.0,0.1,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.9004110513452006
causality,logic,1.0,10.0,0.1,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.8443518824670002
causality,logic,1.5,10.0,0.1,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.7494961973386955
causality,logic,2.0,10.0,0.1,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.7165526054217513
causality,logic,0.0,10.0,0.2,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-15
causality,logic,0.25,10.0,0.2,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.029678477150294702
causality,logic,0.5,10.0,0.2,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.2587383853193244
causality,logic,0.75,10.0,0.2,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.8659477053407145
causality,logic,1.0,10.0,0.2,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.7984007544610188
causality,logic,1.5,10.0,0.2,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.6805695053297234
causality,logic,2.0,10.0,0.2,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.6246503494097884
causality,logic,0.0,20.0,0.0,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-2.220446049250313e-15
causality,logic,0.25,20.0,0.0,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.013405826294607959
causality,logic,0.5,20.0,0.0,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.2760456933172784
causality,logic,0.75,20.0,0.0,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.8697487946993734
causality,logic,1.0,20.0,0.0,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.7806060209459633
causality,logic,1.5,20.0,0.0,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.6368457786953354
causality,logic,2.0,20.0,0.0,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.6169097228674283
causality,logic,0.0,20.0,0.05,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-2.220446049250313e-15
causality,logic,0.25,20.0,0.05,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.01914971729535564
causality,logic,0.5,20.0,0.05,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.26455791131578305
causality,logic,0.75,20.0,0.05,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.8525171216971303
causality,logic,1.0,20.0,0.05,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.7576304569429726
causality,logic,1.5,20.0,0.05,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.6023824326908493
causality,logic,2.0,20.0,0.05,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.5709585948614468
causality,logic,0.0,20.0,0.1,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-2.220446049250313e-15
causality,logic,0.25,20.0,0.1,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.02489360829610332
causality,logic,0.5,20.0,0.1,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.2530701293142877
causality,logic,0.75,20.0,0.1,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.8352854486948873
causality,logic,1.0,20.0,0.1,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.7346548929399819
causality,logic,1.5,20.0,0.1,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.5679190866863633
causality,logic,2.0,20.0,0.1,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.5250074668554654
causality,logic,0.0,20.0,0.2,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-2.220446049250313e-15
causality,logic,0.25,20.0,0.2,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.03638139029759868
causality,logic,0.5,20.0,0.2,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.23009456531129696
causality,logic,0.75,20.0,0.2,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.8008221026904012
causality,logic,1.0,20.0,0.2,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.6887037649340004
causality,logic,1.5,20.0,0.2,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.4989923946773911
causality,logic,2.0,20.0,0.2,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.4331052108435025
causality,logic,0.0,50.0,0.0,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-15
causality,logic,0.25,50.0,0.0,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.0335145657365199
causality,logic,0.5,50.0,0.0,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.19011423329319604
causality,logic,0.75,50.0,0.0,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.6743719867484335
causality,logic,1.0,50.0,0.0,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.4515150523649083
causality,logic,1.5,50.0,0.0,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.09211444673833857
causality,logic,2.0,50.0,0.0,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,0.042274307168570724
causality,logic,0.0,50.0,0.05,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-15
causality,logic,0.25,50.0,0.05,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.03925845673726758
causality,logic,0.5,50.0,0.05,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.17862645129170068
causality,logic,0.75,50.0,0.05,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.6571403137461904
causality,logic,1.0,50.0,0.05,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.4285394883619176
causality,logic,1.5,50.0,0.05,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.05765110073385249
causality,logic,2.0,50.0,0.05,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,-0.0036768208374107214
causality,logic,0.0,50.0,0.1,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-15
causality,logic,0.25,50.0,0.1,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.04500234773801526
causality,logic,0.5,50.0,0.1,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.16713866929020532
causality,logic,0.75,50.0,0.1,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.6399086407439474
causality,logic,1.0,50.0,0.1,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.40556392435892685
causality,logic,1.5,50.0,0.1,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,0.023187754729366405
causality,logic,2.0,50.0,0.1,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,-0.04962794884339217
causality,logic,0.0,50.0,0.2,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-5.551115123125783e-15
causality,logic,0.25,50.0,0.2,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.05649012973951062
causality,logic,0.5,50.0,0.2,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.1441631052872146
causality,logic,0.75,50.0,0.2,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.6054452947394613
causality,logic,1.0,50.0,0.2,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,0.3596127963529454
causality,logic,1.5,50.0,0.2,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,-0.04573893727960576
causality,logic,2.0,50.0,0.2,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,-0.14153020485535506
causality,logic,0.0,100.0,0.0,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-14
causality,logic,0.25,100.0,0.0,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.0670291314730398
causality,logic,0.5,100.0,0.0,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.046895133253058774
causality,logic,0.75,100.0,0.0,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.3487439734968669
causality,logic,1.0,100.0,0.0,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,-0.0969698952701834
causality,logic,1.5,100.0,0.0,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,-0.8157711065233229
causality,logic,2.0,100.0,0.0,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,-0.9154513856628586
causality,logic,0.0,100.0,0.05,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-14
causality,logic,0.25,100.0,0.05,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.07277302247378747
causality,logic,0.5,100.0,0.05,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.03540735125156341
causality,logic,0.75,100.0,0.05,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.3315123004946239
causality,logic,1.0,100.0,0.05,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,-0.11994545927317413
causality,logic,1.5,100.0,0.05,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,-0.8502344525278089
causality,logic,2.0,100.0,0.05,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,-0.96140251366884
causality,logic,0.0,100.0,0.1,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-14
causality,logic,0.25,100.0,0.1,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.07851691347453515
causality,logic,0.5,100.0,0.1,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.02391956925006805
causality,logic,0.75,100.0,0.1,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.31428062749238084
causality,logic,1.0,100.0,0.1,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,-0.14292102327616485
causality,logic,1.5,100.0,0.1,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,-0.884697798532295
causality,logic,2.0,100.0,0.1,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,-1.0073536416748214
causality,logic,0.0,100.0,0.2,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-14
causality,logic,0.25,100.0,0.2,0.0,0.0006702913147303979,0.9993297086852696,0.11487782001495361,-0.09000469547603052
causality,logic,0.5,100.0,0.2,0.3333333333333333,0.0028643820008027454,0.9971356179991973,0.22975564002990723,0.0009440052470773286
causality,logic,0.75,100.0,0.2,1.0,0.006512560265031331,0.9934874397349687,0.34463346004486084,0.27981728148789475
causality,logic,1.0,100.0,0.2,1.0,0.010969698952701834,0.9890303010472982,0.45951128005981445,-0.1888721512821463
causality,logic,1.5,100.0,0.2,1.0,0.01815771106523323,0.9818422889347668,0.6892669200897217,-0.9536244905412672
causality,logic,2.0,100.0,0.2,1.0,0.019154513856628586,0.9808454861433714,0.9190225601196289,-1.0992558976867843
causality,analogy,0.0,1.0,0.0,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-16
causality,analogy,0.25,1.0,0.0,0.0,0.0003855172357196679,0.9996144827642803,0.12931765615940094,-0.0003855172357196679
causality,analogy,0.5,1.0,0.0,0.5,0.00161559546335599,0.998384404536644,0.2586353123188019,0.498384404536644
causality,analogy,0.75,1.0,0.0,1.0,0.003597561196052479,0.9964024388039475,0.3879530131816864,0.9964024388039475
causality,analogy,1.0,1.0,0.0,1.0,0.005962772811260786,0.9940372271887392,0.5172706246376038,0.9940372271887392
causality,analogy,1.5,1.0,0.0,1.0,0.01003621004556321,0.9899637899544368,0.7759060263633728,0.9899637899544368
causality,analogy,2.0,1.0,0.0,1.0,0.011996740720265797,0.9880032592797342,1.0345412492752075,0.9880032592797342
causality,analogy,0.0,1.0,0.05,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-16
causality,analogy,0.25,1.0,0.05,0.0,0.0003855172357196679,0.9996144827642803,0.12931765615940094,-0.006851400043689716
causality,analogy,0.5,1.0,0.05,0.5,0.00161559546335599,0.998384404536644,0.2586353123188019,0.4854526389207039
causality,analogy,0.75,1.0,0.05,1.0,0.003597561196052479,0.9964024388039475,0.3879530131816864,0.9770047881448632
causality,analogy,1.0,1.0,0.05,1.0,0.005962772811260786,0.9940372271887392,0.5172706246376038,0.968173695956859
causality,analogy,1.5,1.0,0.05,1.0,0.01003621004556321,0.9899637899544368,0.7759060263633728,0.9511684886362681
causality,analogy,2.0,1.0,0.05,1.0,0.011996740720265797,0.9880032592797342,1.0345412492752075,0.9362761968159738
causality,analogy,0.0,1.0,0.1,0.0,1.1102230246251565e-16,0.9999999999999999,0.0,-1.1102230246251565e-16
causality,analogy,0.25,1.0,0.1,0.0,0.0003855172357196679,0.9996144827642803,0.12931765615940094,-0.013317282851659763
