source_group,target_group,beta,lambda,gamma,target_assignment_rate,invariant_violation_score,rsm_pearson,mean_relative_perturbation_norm,constraint_score
logic,analogy,0.5,5.0,0.2,0.5,0.0003885092047469785,0.999611490795253,0.22240054607391357,0.45357734476148237
logic,analogy,0.75,5.0,0.2,1.0,0.0009703679245414154,0.9990296320754586,0.33360084891319275,0.9284279905946544
logic,analogy,1.0,5.0,0.2,1.0,0.0018303762779822152,0.9981696237220178,0.44480109214782715,0.9018879001805234
logic,analogy,1.5,5.0,0.2,1.0,0.004124779863477923,0.9958752201365221,0.6672016978263855,0.8459357611173333
logic,analogy,2.0,5.0,0.2,1.0,0.006569112734496452,0.9934308872655035,0.8896021842956543,0.7892339994683869
logic,analogy,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0
logic,analogy,0.25,10.0,0.0,0.0,8.36119557474646e-05,0.9999163880442525,0.11120027303695679,-0.0008361195574746461
logic,analogy,0.5,10.0,0.0,0.5,0.0003885092047469785,0.999611490795253,0.22240054607391357,0.4961149079525302
logic,analogy,0.75,10.0,0.0,1.0,0.0009703679245414154,0.9990296320754586,0.33360084891319275,0.9902963207545858
logic,analogy,1.0,10.0,0.0,1.0,0.0018303762779822152,0.9981696237220178,0.44480109214782715,0.9816962372201778
logic,analogy,1.5,10.0,0.0,1.0,0.004124779863477923,0.9958752201365221,0.6672016978263855,0.9587522013652208
logic,analogy,2.0,10.0,0.0,1.0,0.006569112734496452,0.9934308872655035,0.8896021842956543,0.9343088726550355
logic,analogy,0.0,10.0,0.05,0.0,0.0,1.0,0.0,0.0
logic,analogy,0.25,10.0,0.05,0.0,8.36119557474646e-05,0.9999163880442525,0.11120027303695679,-0.006396133209322486
logic,analogy,0.5,10.0,0.05,0.5,0.0003885092047469785,0.999611490795253,0.22240054607391357,0.48499488064883456
logic,analogy,0.75,10.0,0.05,1.0,0.0009703679245414154,0.9990296320754586,0.33360084891319275,0.9736162783089262
logic,analogy,1.0,10.0,0.05,1.0,0.0018303762779822152,0.9981696237220178,0.44480109214782715,0.9594561826127865
logic,analogy,1.5,10.0,0.05,1.0,0.004124779863477923,0.9958752201365221,0.6672016978263855,0.9253921164739015
logic,analogy,2.0,10.0,0.05,1.0,0.006569112734496452,0.9934308872655035,0.8896021842956543,0.8898287634402527
logic,analogy,0.0,10.0,0.1,0.0,0.0,1.0,0.0,0.0
logic,analogy,0.25,10.0,0.1,0.0,8.36119557474646e-05,0.9999163880442525,0.11120027303695679,-0.011956146861170325
