source_group,target_group,lambda,gamma,selected_beta,selected_assignment_rate,selected_ivs,selected_rsm_pearson,selected_relative_perturbation,baseline_frontier_beta,baseline_assignment_rate,baseline_ivs,baseline_rsm_pearson,baseline_relative_perturbation,delta_ivs_vs_baseline,delta_perturbation_vs_baseline,delta_assignment_vs_baseline
causality,definition,20.0,0.1,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,20.0,0.2,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,50.0,0.0,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,50.0,0.05,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,50.0,0.1,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,50.0,0.2,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,100.0,0.0,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,100.0,0.05,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,100.0,0.1,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
causality,definition,100.0,0.2,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.75,1.0,0.0004214930977544107,0.9995785069022456,0.25955843925476074,0.0,0.0,0.0
analogy,logic,1.0,0.0,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,1.0,0.05,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,1.0,0.1,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,1.0,0.2,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,5.0,0.0,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,5.0,0.05,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,5.0,0.1,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,5.0,0.2,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,10.0,0.0,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,10.0,0.05,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,10.0,0.1,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,10.0,0.2,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,20.0,0.0,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,20.0,0.05,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,20.0,0.1,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,20.0,0.2,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,50.0,0.0,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,50.0,0.05,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,50.0,0.1,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,50.0,0.2,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,100.0,0.0,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,100.0,0.05,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,100.0,0.1,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,logic,100.0,0.2,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.75,1.0,0.001975150913399726,0.9980248490866003,0.32332921028137207,0.0,0.0,0.0
analogy,causality,1.0,0.0,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,1.0,0.05,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,1.0,0.1,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,1.0,0.2,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,5.0,0.0,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,5.0,0.05,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,5.0,0.1,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,5.0,0.2,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,10.0,0.0,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,10.0,0.05,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,10.0,0.1,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,10.0,0.2,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,20.0,0.0,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,20.0,0.05,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,20.0,0.1,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,20.0,0.2,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,50.0,0.0,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,50.0,0.05,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,50.0,0.1,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,50.0,0.2,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,100.0,0.0,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,100.0,0.05,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,100.0,0.1,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,causality,100.0,0.2,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.75,1.0,0.0019109922918736366,0.9980890077081264,0.4120471775531769,0.0,0.0,0.0
analogy,definition,1.0,0.0,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,1.0,0.05,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,1.0,0.1,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,1.0,0.2,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,5.0,0.0,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,5.0,0.05,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,5.0,0.1,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,5.0,0.2,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,10.0,0.0,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,10.0,0.05,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,10.0,0.1,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,10.0,0.2,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,20.0,0.0,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,20.0,0.05,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,20.0,0.1,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,20.0,0.2,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,50.0,0.0,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,50.0,0.05,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,50.0,0.1,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,50.0,0.2,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,100.0,0.0,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,100.0,0.05,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,100.0,0.1,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
analogy,definition,100.0,0.2,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.75,1.0,0.002175512169488525,0.9978244878305115,0.3781648874282837,0.0,0.0,0.0
definition,logic,1.0,0.0,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,1.0,0.05,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,1.0,0.1,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,1.0,0.2,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,5.0,0.0,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,5.0,0.05,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,5.0,0.1,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,5.0,0.2,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,10.0,0.0,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,10.0,0.05,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,10.0,0.1,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,10.0,0.2,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,20.0,0.0,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,20.0,0.05,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,20.0,0.1,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,20.0,0.2,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,50.0,0.0,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,50.0,0.05,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,50.0,0.1,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,50.0,0.2,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,100.0,0.0,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,100.0,0.05,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,100.0,0.1,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,logic,100.0,0.2,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.75,1.0,0.004489160842186646,0.9955108391578134,0.3344588279724121,0.0,0.0,0.0
definition,causality,1.0,0.0,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,1.0,0.05,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,1.0,0.1,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,1.0,0.2,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,5.0,0.0,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,5.0,0.05,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,5.0,0.1,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,5.0,0.2,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,10.0,0.0,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,10.0,0.05,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,10.0,0.1,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,10.0,0.2,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,20.0,0.0,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,20.0,0.05,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,20.0,0.1,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,20.0,0.2,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,50.0,0.0,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,50.0,0.05,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,50.0,0.1,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,50.0,0.2,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,100.0,0.0,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,100.0,0.05,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,100.0,0.1,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,causality,100.0,0.2,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.75,1.0,0.00563945696506063,0.9943605430349394,0.2679600417613983,0.0,0.0,0.0
definition,analogy,1.0,0.0,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,1.0,0.05,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,1.0,0.1,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,1.0,0.2,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,5.0,0.0,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,5.0,0.05,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,5.0,0.1,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,5.0,0.2,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,10.0,0.0,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,10.0,0.05,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,10.0,0.1,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
definition,analogy,10.0,0.2,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.75,1.0,0.005575501420701512,0.9944244985792985,0.3675769567489624,0.0,0.0,0.0
